,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0,ETL_ADMIN,USER_CREATEDDATE,SYSTEM,,,VALID,10,40,1,255,65536,1048576,1,2147483645,,1,1,YES,N,,,,,,,,,         1,         1,    N,ENABLED,,,NO,,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,NO,NO,,DISABLED,YES,,DISABLED,DISABLED,,NO,NO,YES,DEFAULT
1,ETL_ADMIN,User_Info,SYSTEM,,,VALID,10,40,1,255,65536,1048576,1,2147483645,,1,1,YES,N,,,,,,,,,         1,         1,    N,ENABLED,,,NO,,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,NO,NO,,DISABLED,YES,,DISABLED,DISABLED,,NO,NO,YES,DEFAULT
2,ETL_ADMIN,USER_LEVEL,SYSTEM,,,VALID,10,40,1,255,65536,1048576,1,2147483645,,1,1,YES,N,,,,,,,,,         1,         1,    N,ENABLED,,,NO,,N,N,NO,DEFAULT,DEFAULT,DEFAULT,DISABLED,NO,NO,,DISABLED,YES,,DISABLED,DISABLED,,NO,NO,YES,DEFAULT
